tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T6020,AI,16-01-2025 16:11,-0.839501919,0.130752307,0.03571036,0.01706684,14764.0,359.0,387.0
T34009,Cloud,03-01-2025 02:32,-0.114971389,0.986412535,0.933736391,0.166572133,14758.0,3758.0,701.0
,Cloud,,0.120436547,0.745483745,,0.461103639,13256.0,4569.0,237.0
T10324,Finance,18-01-2025 03:52,0.784007675,0.813017996,0.386075214,0.869723228,13642.0,995.0,684.0
T6248,Sports,01-01-2025 07:35,0.8427067,0.987480139,0.331884833,0.333354715,4472.0,2844.0,338.0
T14084,Finance,04-01-2025 02:55,-0.625459989,0.588541118,0.167490621,0.94972247,7505.0,4817.0,313.0
T4941,Finance,12-01-2025 09:28,-0.035158432,0.856403877,,0.51678523,5729.0,4801.0,639.0
T36282,Sports,17-01-2025 02:37,0.372357658,0.084447027,0.61488976,0.350673926,5714.0,796.0,228.0
T8739,Finance,07-01-2025 01:50,0.952041595,0.336785774,0.552399906,,5241.0,3069.0,377.0
T13951,Cloud,08-01-2025 10:56,-0.676640426,,0.858211648,0.256859411,11633.0,4738.0,246.0
T10466,Cloud,02-01-2025 15:52,0.970058796,0.430098198,0.553238412,0.193417822,18032.0,4415.0,979.0
T17642,Finance,07-01-2025 21:35,0.961941496,0.804134547,0.517827497,0.302546886,7786.0,1675.0,630.0
T12171,Finance,09-01-2025 18:59,0.989435664,0.599546669,0.054347545,0.2407947,108.0,4133.0,374.0
T13489,Finance,18-01-2025 03:48,0.778816441,0.047102063,0.690420943,0.301130103,12769.0,531.0,162.0
T32359,Sports,15-01-2025 17:34,0.124623698,0.786798121,0.762758204,0.559927047,15400.0,3635.0,589.0
T5470,AI,18-01-2025 19:23,-0.438704562,0.902508654,0.416125138,0.624558602,18217.0,635.0,144.0
T23513,Finance,05-01-2025 08:39,-0.961521994,0.849569099,0.418282319,0.910226433,14441.0,2815.0,483.0
T2717,Finance,22-01-2025 15:06,0.109653399,0.173933916,0.536642582,0.743927615,14702.0,4573.0,401.0
T3989,Cloud,22-01-2025 07:52,-0.196587363,0.21024749,0.0052033,,11541.0,4256.0,703.0
T2959,Finance,11-01-2025 21:12,-0.398391105,0.751423293,0.112627077,0.66497812,19902.0,2516.0,589.0
T5553,Cloud,23-01-2025 15:24,-0.043838401,0.135058664,0.558580294,0.473900547,77.0,4516.0,
T8465,AI,23-01-2025 05:40,0.991632085,0.630572464,0.520620804,,6115.0,2352.0,872.0
,Sports,08-01-2025 09:30,-0.35407922,0.13592751,0.812616024,0.278311105,3194.0,761.0,258.0
T5639,Cloud,04-01-2025 19:56,-0.347534279,0.352191621,0.654311098,0.884921821,797.0,4438.0,210.0
T21530,AI,17-01-2025 18:01,0.568337542,,0.298363782,0.734402723,6666.0,1021.0,691.0
T32754,Cloud,14-01-2025 02:23,0.135408207,0.152225517,0.200890203,0.571266768,17937.0,1565.0,923.0
T26817,Cloud,21-01-2025 06:42,0.254293714,0.218650886,0.084883156,0.544963683,,2229.0,452.0
T19950,Cloud,18-01-2025 03:37,0.072299569,0.223160603,0.129788756,0.924931375,1713.0,2964.0,289.0
T36455,Cloud,19-01-2025 14:23,0.868275478,0.938755583,0.201882562,0.262022803,7549.0,4172.0,185.0
T36091,Cloud,21-01-2025 18:41,,0.879557492,0.887227506,0.963670468,14182.0,2358.0,656.0
T10220,Sports,14-01-2025 16:36,-0.618442012,0.472246063,0.532813044,0.992871283,8076.0,238.0,445.0
,Finance,16-01-2025 04:22,0.925225453,0.968725664,0.536857875,0.763536077,19113.0,3797.0,305.0
T19871,AI,15-01-2025 21:46,-0.093725081,0.75223774,0.103753063,0.45498032,13347.0,756.0,150.0
T4740,AI,04-01-2025 15:30,0.787297105,0.163307033,0.080631319,0.121036939,4467.0,52.0,923.0
T28988,Finance,18-01-2025 22:40,0.255525145,0.289481043,0.225585637,0.696305279,4475.0,4190.0,590.0
T18601,Finance,22-01-2025 19:52,0.935337011,0.842292335,0.244585829,0.669105352,6272.0,2620.0,665.0
T2365,Cloud,08-01-2025 17:36,0.126127702,0.589700612,0.797161405,0.31162683,2723.0,260.0,897.0
T7559,Finance,22-01-2025 21:11,0.316950425,0.937726952,0.387676621,0.102546958,15495.0,4967.0,539.0
,Cloud,08-01-2025 00:09,0.113839696,0.397885718,0.227772474,,8735.0,2329.0,21.0
T23534,AI,09-01-2025 13:36,,0.217993616,0.558671884,0.565076083,11584.0,3549.0,228.0
T21087,Finance,22-01-2025 07:58,0.213758235,0.605685007,0.000285967,0.559409322,1219.0,759.0,736.0
T32504,AI,15-01-2025 06:09,0.448179614,,0.819298617,0.13788697,,369.0,981.0
T2043,Sports,17-01-2025 01:44,-0.380570718,0.379505728,0.78521251,0.015427226,19024.0,1025.0,315.0
T18029,,22-01-2025 23:00,-0.065624985,0.576302827,0.404403055,0.484692051,19959.0,657.0,664.0
T8736,Cloud,15-01-2025 22:35,0.133014298,0.733634497,0.360972066,0.370325137,17075.0,1920.0,394.0
,Finance,22-01-2025 17:53,-0.784027182,,0.002280689,0.887053011,2261.0,2721.0,634.0
T9302,,03-01-2025 03:25,0.27633864,0.035209946,0.232262067,0.777919689,10422.0,795.0,242.0
T21762,,14-01-2025 16:41,0.595049823,0.135882523,0.974059626,0.415603137,17733.0,2057.0,197.0
T37367,Finance,23-01-2025 02:13,-0.345296436,0.830826048,0.87877219,0.398208566,10341.0,3872.0,146.0
T21372,Finance,12-01-2025 11:29,0.95138013,0.961959207,0.51420464,0.205906192,9656.0,4907.0,378.0
,Sports,19-01-2025 03:45,0.413329425,0.451858954,0.863084179,0.906371385,1044.0,,315.0
T10059,Cloud,14-01-2025 10:29,-0.144617788,0.715404873,,0.514045894,14174.0,4258.0,64.0
T7195,Sports,17-01-2025 23:02,0.762320062,0.613721631,0.053259051,0.724972672,14577.0,1927.0,250.0
T30230,AI,08-01-2025 06:58,-0.997311932,0.152443166,0.13326962,0.676479575,5513.0,1771.0,822.0
T33627,Finance,23-01-2025 06:09,-0.435463609,0.742834188,0.096183003,0.033180654,18428.0,3804.0,434.0
T15314,AI,01-01-2025 08:13,,0.504531245,0.320501928,0.106254342,,17.0,173.0
T6454,Cloud,17-01-2025 20:14,0.081008561,0.11004222,0.872873142,0.340271195,510.0,2835.0,931.0
T26458,Sports,14-01-2025 07:00,0.528780671,0.940647335,0.044591221,0.369024789,13725.0,3555.0,595.0
T20640,Cloud,01-01-2025 21:51,-0.560669742,0.965231429,0.385901604,0.254452682,827.0,2140.0,285.0
T25648,AI,21-01-2025 16:50,-0.269006502,0.241502812,0.539659145,0.559375747,,,923.0
T26104,AI,14-01-2025 14:07,0.847558352,0.820603444,,0.684283983,2356.0,4714.0,368.0
T9024,AI,,0.983910708,0.418191185,0.445257534,0.423734851,18039.0,442.0,263.0
T36362,AI,18-01-2025 18:06,-0.673473323,0.165352738,0.083179233,0.107405025,12665.0,1697.0,521.0
T1485,Sports,01-01-2025 22:37,0.370924443,0.561389385,0.596085297,0.937387281,10585.0,1706.0,454.0
T9643,Cloud,09-01-2025 01:26,-0.860330113,0.145897971,0.552547135,0.806835036,14655.0,544.0,578.0
T10448,AI,18-01-2025 09:20,0.457749069,0.478762875,0.046726728,0.287599323,12824.0,,805.0
T38509,Finance,,0.424162587,0.721757611,0.432434209,,17372.0,4535.0,265.0
T34112,Sports,04-01-2025 12:14,-0.778814286,0.62166877,0.183795303,0.70227554,300.0,3130.0,749.0
T7884,AI,21-01-2025 19:14,0.538258605,0.401214942,0.902457355,0.001178145,15730.0,987.0,663.0
T1926,Sports,,-0.557483602,0.608474273,0.790375288,0.023618157,4844.0,1615.0,743.0
T437,Cloud,10-01-2025 04:17,,0.257164922,0.025762268,0.736910848,8844.0,459.0,448.0
T9416,AI,20-01-2025 13:52,,,0.545502494,0.2368579,8745.0,1768.0,609.0
T25542,Cloud,18-01-2025 21:14,0.375286405,0.542190471,0.070002843,0.746368635,19358.0,1149.0,685.0
T6139,Cloud,,-0.031262846,0.287488014,0.319439842,0.946496296,4503.0,1859.0,434.0
,AI,01-01-2025 11:25,0.993779636,0.408434816,0.584229187,0.802244606,16303.0,851.0,670.0
T22935,AI,06-01-2025 16:37,0.798533236,0.117782695,0.240871416,0.556809614,17054.0,2071.0,967.0
T813,Cloud,03-01-2025 18:05,-0.760294198,0.826580041,0.263367807,0.938840185,4286.0,1451.0,207.0
