trend_timestamp,topic_category,country,tweet_volume,mention_count,retweet_count,trend_score,sentiment_index,impressions,engagement_count
07-01-2025,AI,Germany,6140.0,527.0,,-0.56725655,,97745.0,30318.0
22-01-2025,AI,USA,2712.0,7829.0,818.0,0.514317602,0.570370546,91382.0,25652.0
11-01-2025,Cloud,USA,4873.0,5045.0,3804.0,0.222299617,0.967922232,86175.0,30429.0
17-01-2025,AI,,270.0,2270.0,,-0.499531367,0.887333281,41524.0,
01-01-2025,Finance,UK,5260.0,5100.0,6786.0,-0.124028624,0.55924178,49365.0,43600.0
19-01-2025,Cloud,India,7786.0,515.0,3653.0,0.044774951,0.545302793,12731.0,5090.0
08-01-2025,Sports,UK,6447.0,1658.0,4471.0,-0.355894989,0.020969956,27398.0,45582.0
01-01-2025,Cloud,USA,3683.0,8968.0,,-0.701073577,0.087467125,62464.0,23660.0
01-01-2025,AI,UK,576.0,7148.0,5834.0,-0.195310038,0.210609934,5733.0,25971.0
11-01-2025,Finance,Germany,,6404.0,2832.0,,0.000774958,2908.0,41727.0
10-01-2025,Sports,,8946.0,6819.0,5568.0,0.588608896,0.292088308,39727.0,41691.0
04-01-2025,Finance,UK,9563.0,3315.0,5067.0,-0.439278009,0.419992518,,43557.0
13-01-2025,Cloud,UK,5116.0,3125.0,2901.0,0.121737611,0.692596141,43003.0,
02-01-2025,Cloud,,8120.0,8771.0,3698.0,-0.06903498,0.658895469,62524.0,37064.0
12-01-2025,Sports,UK,632.0,8843.0,4562.0,-0.763261943,0.763374133,83553.0,1614.0
14-01-2025,AI,USA,9496.0,4974.0,5626.0,0.556489784,0.619440618,76264.0,3191.0
21-01-2025,AI,UK,2162.0,2800.0,5144.0,0.645525826,0.275005438,36641.0,16701.0
18-01-2025,Cloud,India,,2538.0,2315.0,-0.751865335,0.165191969,33844.0,49752.0
05-01-2025,Sports,USA,2050.0,4169.0,730.0,,0.604840765,56330.0,36696.0
06-01-2025,Cloud,Germany,2583.0,9076.0,6797.0,-0.464648278,0.502441896,38117.0,
15-01-2025,Sports,USA,1168.0,8955.0,868.0,0.293633695,0.610671916,19666.0,26685.0
01-01-2025,,UK,6200.0,8689.0,9207.0,0.793065491,0.086297556,48457.0,17081.0
08-01-2025,Sports,Germany,3159.0,3002.0,1535.0,0.891271454,0.269603395,21753.0,22917.0
21-01-2025,Finance,Germany,,1027.0,3494.0,-0.305699086,0.191309441,56017.0,
16-01-2025,Cloud,Germany,9629.0,7799.0,2131.0,-0.743137384,0.60429967,32680.0,39370.0
03-01-2025,Sports,Germany,9552.0,6369.0,5164.0,-0.121645165,0.338935835,70562.0,43934.0
04-01-2025,Finance,Germany,876.0,,2504.0,-0.934146524,0.297297033,37239.0,28307.0
19-01-2025,AI,UK,8660.0,6773.0,5667.0,0.741534017,0.948108748,36177.0,8025.0
06-01-2025,Finance,USA,6449.0,8282.0,1506.0,-0.716770222,0.29564045,52815.0,18456.0
21-01-2025,Sports,UK,1791.0,1014.0,7338.0,-0.624066957,0.597937771,91228.0,12192.0
11-01-2025,Cloud,,8213.0,4709.0,4383.0,0.851984299,0.257362905,78065.0,19031.0
10-01-2025,Cloud,India,8486.0,8972.0,5569.0,0.699784013,0.429860473,23371.0,45682.0
20-01-2025,Cloud,India,3542.0,4608.0,6388.0,0.376041548,0.012190292,9100.0,
03-01-2025,Finance,USA,3219.0,3658.0,1069.0,0.028303649,0.335228852,22478.0,41323.0
,,USA,6484.0,4014.0,6427.0,0.878377428,0.399609839,,21391.0
10-01-2025,AI,India,8082.0,5158.0,3944.0,0.788676926,0.510425788,73732.0,44997.0
22-01-2025,Finance,UK,5316.0,9032.0,8530.0,0.072632608,0.589173723,71005.0,23622.0
21-01-2025,Cloud,USA,7403.0,2956.0,6026.0,0.4473491,0.151910728,39290.0,28829.0
06-01-2025,Sports,USA,,9322.0,6214.0,0.176741307,0.362516929,65544.0,12004.0
03-01-2025,Finance,UK,887.0,3749.0,6000.0,0.389606038,0.207799276,33948.0,28291.0
15-01-2025,Cloud,India,3432.0,5255.0,7511.0,0.176241994,,40646.0,28127.0
14-01-2025,Cloud,India,303.0,2588.0,9657.0,0.871480462,0.351405121,34410.0,37662.0
12-01-2025,Finance,USA,7889.0,2176.0,,-0.725623632,0.775096449,67593.0,8721.0
17-01-2025,Cloud,UK,3127.0,1942.0,,-0.333918517,0.299250189,57339.0,8362.0
06-01-2025,AI,India,5001.0,4971.0,1677.0,0.433644298,0.581273593,53119.0,
12-01-2025,AI,UK,4152.0,7860.0,,0.579677157,0.721728649,73272.0,19561.0
09-01-2025,Cloud,UK,4420.0,7130.0,8007.0,-0.188381692,,28185.0,29568.0
01-01-2025,Sports,UK,5285.0,8037.0,1184.0,0.045213388,0.141539615,67819.0,
05-01-2025,Finance,India,269.0,8621.0,4074.0,0.330080493,0.790263434,28329.0,27145.0
14-01-2025,AI,UK,9061.0,,3495.0,0.799230075,0.846751468,4550.0,20722.0
04-01-2025,Finance,India,6838.0,8037.0,4275.0,-0.67139787,0.830104479,7781.0,12009.0
09-01-2025,Cloud,India,488.0,4270.0,838.0,0.507741362,0.455296658,80282.0,39227.0
13-01-2025,Cloud,USA,4501.0,9995.0,8468.0,0.657517253,0.677316251,81829.0,3252.0
13-01-2025,Finance,UK,3972.0,9806.0,6666.0,0.165254453,0.911245195,7609.0,3110.0
10-01-2025,AI,Germany,8679.0,7841.0,604.0,-0.598104426,0.580694181,69952.0,39551.0
22-01-2025,Sports,USA,,3782.0,5092.0,-0.223658381,0.531352737,59833.0,24282.0
03-01-2025,AI,Germany,131.0,226.0,8186.0,0.458136351,0.815005514,39815.0,41387.0
10-01-2025,Sports,Germany,3806.0,943.0,6105.0,0.935500227,0.525053365,14538.0,39078.0
22-01-2025,Cloud,,3564.0,1924.0,4856.0,-0.483625094,0.685655482,37198.0,14802.0
24-01-2025,,Germany,9864.0,9285.0,4200.0,0.981502032,0.697829685,70932.0,39287.0
21-01-2025,AI,Germany,5092.0,4902.0,9628.0,-0.340098661,,60681.0,21260.0
10-01-2025,Cloud,India,4217.0,8484.0,5062.0,0.828402077,0.563119559,44122.0,48183.0
22-01-2025,Sports,UK,2162.0,3236.0,4819.0,0.963272735,0.096011641,17443.0,28948.0
10-01-2025,AI,Germany,8017.0,9716.0,3529.0,-0.979797257,0.054778848,,15126.0
05-01-2025,Finance,,3615.0,4047.0,4374.0,0.255521397,0.914948865,18050.0,33572.0
04-01-2025,,UK,6959.0,8604.0,9127.0,0.11627363,0.857956574,18310.0,
11-01-2025,Cloud,India,2698.0,1227.0,4368.0,-0.835464195,0.954051906,71278.0,41293.0
13-01-2025,Cloud,USA,5650.0,7345.0,295.0,-0.59181561,0.878187021,17083.0,32109.0
05-01-2025,AI,Germany,1787.0,6896.0,3868.0,0.042680762,0.556296501,63689.0,17360.0
05-01-2025,Cloud,USA,2772.0,8563.0,5725.0,0.66461772,0.432079657,70594.0,5048.0
20-01-2025,Finance,Germany,893.0,2293.0,8132.0,0.992257578,0.386476449,97520.0,44438.0
03-01-2025,Sports,USA,3189.0,1320.0,7380.0,0.62072359,0.29921804,16859.0,24076.0
20-01-2025,Cloud,USA,9371.0,8886.0,4684.0,-0.740289325,0.899467672,24384.0,1832.0
19-01-2025,AI,Germany,4109.0,7906.0,5954.0,-0.758347306,0.202865635,96840.0,38518.0
08-01-2025,Cloud,Germany,4570.0,1373.0,9020.0,-0.864555837,0.933329953,93936.0,16731.0
16-01-2025,Cloud,USA,6723.0,191.0,4977.0,0.888298633,0.746427357,67932.0,12210.0
18-01-2025,AI,Germany,9970.0,3425.0,1653.0,0.143849164,0.8081436,68361.0,21944.0
18-01-2025,Finance,UK,2556.0,1198.0,6757.0,0.726660405,0.215117699,76161.0,49307.0
15-01-2025,Finance,Germany,2432.0,2346.0,8828.0,-0.337254194,0.340252225,38160.0,49305.0
07-01-2025,Cloud,,1500.0,9228.0,8271.0,0.645889153,0.802785196,51837.0,5044.0
02-01-2025,Sports,India,3112.0,3464.0,727.0,-0.985190024,0.401207446,3427.0,2271.0
01-01-2025,,India,1865.0,1899.0,1964.0,-0.011868501,0.670668774,24835.0,16475.0
05-01-2025,Finance,UK,1565.0,5684.0,,0.269191777,0.652012893,84871.0,22545.0
21-01-2025,Finance,Germany,3093.0,5947.0,1415.0,-0.293920881,0.454874877,,8274.0
01-01-2025,Cloud,UK,2204.0,3797.0,9104.0,0.0907688,,22667.0,23297.0
08-01-2025,Finance,USA,3043.0,9385.0,,-0.877830219,0.970863714,14056.0,20742.0
05-01-2025,Cloud,UK,4855.0,1804.0,2086.0,0.292296001,0.562596537,21455.0,28411.0
03-01-2025,AI,USA,,3394.0,6776.0,-0.616611275,0.980659269,23357.0,13198.0
06-01-2025,AI,Germany,210.0,3173.0,4213.0,0.324780565,0.497252654,90328.0,49870.0
18-01-2025,Finance,Germany,7314.0,9452.0,8603.0,-0.590007182,0.716211475,75579.0,10057.0
02-01-2025,Sports,India,4471.0,1369.0,9231.0,-0.576720615,,1633.0,42781.0
18-01-2025,Finance,Germany,5579.0,6643.0,5054.0,-0.032556314,0.720213651,53805.0,18423.0
21-01-2025,Finance,UK,2181.0,5281.0,1292.0,0.292505698,0.457207818,93849.0,3799.0
20-01-2025,Cloud,Germany,414.0,1702.0,7357.0,0.998531037,0.240123503,64450.0,25012.0
17-01-2025,Finance,India,5206.0,3945.0,6534.0,-0.46896698,0.228457877,29040.0,43579.0
01-01-2025,AI,Germany,7215.0,6657.0,2080.0,0.291321526,0.707207868,75188.0,18402.0
13-01-2025,Cloud,USA,2255.0,5580.0,3495.0,0.320974769,0.72306333,57984.0,43822.0
11-01-2025,AI,USA,1437.0,7032.0,5251.0,0.741804921,0.689615403,41331.0,29560.0
07-01-2025,Cloud,India,6028.0,3453.0,2065.0,-0.838787957,0.753375084,10431.0,11485.0
10-01-2025,Sports,Germany,7328.0,145.0,6284.0,-0.233315127,0.669619803,,30888.0
14-01-2025,Finance,Germany,8004.0,5233.0,996.0,0.810426781,0.452575145,91158.0,1285.0
,Finance,USA,6119.0,405.0,2857.0,0.371337053,0.448342111,62630.0,4144.0
21-01-2025,Sports,Germany,4245.0,9187.0,5454.0,-0.679422849,0.36373628,57240.0,36536.0
23-01-2025,AI,UK,8553.0,6334.0,8730.0,-0.141766208,0.814436093,91681.0,26444.0
22-01-2025,,Germany,3677.0,8824.0,7136.0,,0.045547262,75611.0,33183.0
03-01-2025,AI,USA,3589.0,2943.0,7227.0,0.34419202,0.990964833,94988.0,19461.0
07-01-2025,Sports,India,2788.0,8482.0,,-0.74801348,0.16136567,43797.0,47938.0
03-01-2025,Sports,Germany,6544.0,8038.0,4329.0,-0.73362676,0.389173254,41924.0,9482.0
04-01-2025,Cloud,India,470.0,5740.0,3763.0,0.52243143,0.100578899,41954.0,10032.0
11-01-2025,Finance,India,4033.0,6191.0,9400.0,0.762324593,0.276699575,80393.0,5763.0
12-01-2025,Finance,India,8595.0,9537.0,,0.946179644,0.942510036,92118.0,24207.0
11-01-2025,Finance,Germany,5262.0,8059.0,9852.0,0.664183209,,35273.0,7474.0
03-01-2025,,UK,8794.0,1838.0,1840.0,0.228917138,0.935913526,29286.0,3963.0
02-01-2025,Finance,UK,3987.0,,9070.0,-0.049879439,0.912467944,94217.0,31489.0
07-01-2025,Sports,UK,8549.0,385.0,2201.0,,0.29784451,62662.0,28850.0
,Finance,UK,3452.0,5180.0,2523.0,-0.943396986,0.04575996,34931.0,
21-01-2025,Cloud,USA,1891.0,9960.0,5489.0,-0.168743589,0.766154726,60839.0,5121.0
03-01-2025,Cloud,India,9293.0,1488.0,9620.0,-0.432727894,0.320131787,,
,Sports,UK,6168.0,1394.0,3149.0,-0.608131327,0.805133879,67712.0,4238.0
07-01-2025,AI,Germany,1298.0,2484.0,2406.0,-0.739228371,0.474506863,21951.0,1274.0
04-01-2025,Finance,UK,4392.0,5422.0,6921.0,0.250234075,0.545320756,56660.0,40038.0
09-01-2025,Cloud,Germany,2548.0,6504.0,2808.0,-0.695275955,0.001370883,15394.0,31644.0
23-01-2025,Finance,USA,660.0,724.0,3401.0,-0.699219371,0.572846475,67719.0,19973.0
10-01-2025,Finance,India,375.0,2591.0,4851.0,0.036922426,0.764171247,37653.0,6767.0
,Cloud,Germany,3090.0,2055.0,2782.0,0.527635956,0.497089266,95631.0,19699.0
08-01-2025,Cloud,USA,8661.0,8904.0,3249.0,0.243009453,0.702892789,84921.0,11097.0
03-01-2025,Cloud,India,3195.0,6434.0,8152.0,-0.696024719,0.040258772,35843.0,24405.0
01-01-2025,Finance,USA,2751.0,1632.0,3134.0,0.60316056,0.671444211,61830.0,14797.0
10-01-2025,Sports,,7452.0,437.0,2849.0,,0.900867622,38379.0,40737.0
01-01-2025,AI,,,7934.0,3126.0,0.905539741,0.566149041,,43594.0
06-01-2025,Cloud,USA,5515.0,9082.0,5079.0,0.559479837,0.67709923,12072.0,48780.0
21-01-2025,AI,India,4323.0,7848.0,3091.0,-0.265486191,0.007741349,57850.0,4601.0
04-01-2025,AI,India,7637.0,2901.0,7646.0,,,81277.0,15578.0
06-01-2025,Cloud,Germany,9287.0,6308.0,2970.0,0.284285598,0.392570288,77398.0,32172.0
06-01-2025,Sports,India,3238.0,1714.0,8441.0,0.89097854,0.99498903,,1643.0
13-01-2025,Cloud,,400.0,9796.0,2374.0,-0.07879013,0.119154886,96290.0,48990.0
14-01-2025,Cloud,India,,9103.0,8744.0,-0.403726379,0.343713151,47943.0,20790.0
09-01-2025,Cloud,UK,8296.0,6454.0,9749.0,-0.191387007,0.949989369,48139.0,6679.0
06-01-2025,Sports,USA,,6817.0,9307.0,0.264511553,0.652092801,52845.0,38147.0
16-01-2025,Sports,USA,9014.0,1510.0,358.0,0.540352969,0.249279244,75974.0,36279.0
11-01-2025,Cloud,India,8806.0,2180.0,6167.0,0.408864037,0.880390594,46991.0,38008.0
21-01-2025,Finance,Germany,8909.0,8797.0,1727.0,0.37494244,0.301897163,88592.0,28587.0
01-01-2025,AI,UK,4872.0,6229.0,9391.0,0.958934817,0.987027262,22245.0,11245.0
16-01-2025,AI,UK,2252.0,1886.0,8114.0,0.254063548,0.960306181,12730.0,8329.0
21-01-2025,Sports,USA,2883.0,4788.0,9913.0,-0.915024441,,77251.0,12798.0
09-01-2025,Sports,USA,8116.0,670.0,5055.0,-0.755055723,0.396705274,52850.0,24416.0
11-01-2025,AI,India,7652.0,2097.0,3542.0,0.727926554,0.567649433,32715.0,15812.0
23-01-2025,Sports,India,,7485.0,2711.0,-0.306810282,0.596385685,93002.0,12525.0
05-01-2025,Sports,USA,4966.0,,574.0,0.581197429,0.952024106,50783.0,44885.0
09-01-2025,Finance,India,8676.0,5487.0,8138.0,,0.972187396,16135.0,47131.0
13-01-2025,AI,USA,7513.0,4092.0,902.0,0.6719947,0.668490238,45138.0,4988.0
22-01-2025,Cloud,Germany,9123.0,190.0,3145.0,0.342404257,0.730199828,32403.0,2408.0
07-01-2025,Finance,USA,5594.0,4630.0,7560.0,0.83825954,0.07765417,37011.0,44018.0
04-01-2025,Sports,USA,2086.0,2135.0,8117.0,-0.879745452,0.213894125,90379.0,13647.0
03-01-2025,Sports,UK,5206.0,,7499.0,-0.011783408,0.223753928,33977.0,24794.0
13-01-2025,Sports,USA,771.0,450.0,4511.0,-0.550415844,0.26026957,59894.0,21908.0
20-01-2025,Finance,UK,2147.0,2668.0,8705.0,0.598626645,0.534040858,6814.0,36880.0
19-01-2025,Cloud,Germany,8937.0,6625.0,5624.0,0.606601288,,74423.0,41514.0
13-01-2025,Cloud,Germany,7031.0,8706.0,1733.0,0.390299935,0.623285825,73571.0,21649.0
17-01-2025,AI,USA,9104.0,6406.0,,0.709171882,0.57917404,63334.0,20164.0
12-01-2025,Cloud,Germany,7106.0,6622.0,5563.0,0.867875746,0.124857553,,7730.0
03-01-2025,Sports,India,4964.0,2129.0,251.0,-0.398521889,0.050547344,71109.0,41350.0
02-01-2025,Cloud,UK,6890.0,,2335.0,-0.909684709,0.176648291,23571.0,25831.0
22-01-2025,Cloud,India,2050.0,9662.0,8899.0,-0.329758609,0.604628815,,
20-01-2025,Sports,Germany,2692.0,1579.0,6752.0,-0.814289449,0.577930355,92211.0,47850.0
22-01-2025,AI,USA,456.0,212.0,,0.45051674,0.796633069,37749.0,13538.0
14-01-2025,AI,USA,7686.0,8375.0,6101.0,0.574684178,,,4329.0
19-01-2025,Cloud,USA,1076.0,3487.0,7813.0,-0.955453917,0.90199005,52122.0,3926.0
20-01-2025,Finance,India,1527.0,3830.0,2412.0,0.458108653,0.756513722,71795.0,
16-01-2025,,USA,2551.0,3117.0,3768.0,0.925946023,,80842.0,38319.0
11-01-2025,Sports,UK,1322.0,8381.0,2308.0,0.259011688,,21946.0,21127.0
22-01-2025,Sports,Germany,4391.0,1446.0,7526.0,0.288869933,0.135443655,,
04-01-2025,AI,USA,9061.0,8611.0,3797.0,0.321946583,0.764391598,86908.0,23091.0
01-01-2025,Finance,USA,9064.0,7384.0,9127.0,-0.712272376,0.092296656,85261.0,40830.0
18-01-2025,AI,India,4751.0,6826.0,6583.0,-0.39680153,,31546.0,20801.0
22-01-2025,Sports,UK,2167.0,1252.0,5462.0,-0.702529707,0.019776647,23135.0,17572.0
16-01-2025,Sports,India,7862.0,2105.0,8151.0,-0.151541399,0.006140637,33710.0,5886.0
21-01-2025,Cloud,UK,8604.0,,4298.0,,0.638547184,76578.0,19169.0
21-01-2025,Sports,USA,3817.0,6565.0,8446.0,0.125789496,0.922653605,67596.0,
12-01-2025,Finance,USA,5662.0,3795.0,4715.0,-0.200118977,0.797695137,98277.0,21670.0
20-01-2025,Sports,India,8339.0,1206.0,6702.0,-0.004306773,0.606782642,27503.0,20927.0
06-01-2025,,India,3320.0,7019.0,7191.0,0.688974042,0.7720349,91759.0,37581.0
06-01-2025,Sports,USA,4779.0,1115.0,3116.0,0.804753521,0.099948651,39746.0,30922.0
15-01-2025,AI,UK,2183.0,8063.0,2849.0,-0.69206011,,16390.0,45113.0
09-01-2025,Cloud,USA,1312.0,9101.0,236.0,-0.121538741,0.155287606,,20381.0
20-01-2025,Sports,UK,7822.0,2822.0,5996.0,-0.674848569,0.642369226,98858.0,1688.0
12-01-2025,Sports,Germany,4510.0,5962.0,5569.0,0.878971885,0.791987816,43031.0,
13-01-2025,Cloud,UK,4913.0,7064.0,6673.0,-0.456988106,0.304562251,7724.0,37192.0
05-01-2025,Sports,USA,2328.0,9301.0,4581.0,-0.07458407,0.011465452,41479.0,1349.0
05-01-2025,Finance,Germany,9642.0,1313.0,2473.0,0.931534907,0.118338512,2495.0,
19-01-2025,Sports,India,1722.0,5105.0,5736.0,0.724647716,0.734034849,73729.0,12762.0
22-01-2025,Finance,USA,6687.0,3082.0,4082.0,-0.200684464,0.03275772,87425.0,5292.0
14-01-2025,Sports,India,4465.0,1583.0,5297.0,-0.655658376,0.642510465,,4282.0
05-01-2025,Finance,India,2086.0,467.0,8086.0,0.826837288,0.193639094,85040.0,24535.0
24-01-2025,AI,,8996.0,9338.0,9060.0,0.640838273,0.381792971,32496.0,5503.0
16-01-2025,Sports,UK,2054.0,8152.0,525.0,0.545714197,0.542517664,11728.0,19101.0
18-01-2025,Cloud,USA,2887.0,5911.0,1634.0,,0.183245851,91769.0,15925.0
02-01-2025,AI,USA,7941.0,8568.0,327.0,-0.74968746,0.505498756,34406.0,39233.0
04-01-2025,Finance,Germany,7017.0,2237.0,9570.0,0.666359839,0.303708266,38689.0,29780.0
10-01-2025,Sports,UK,4940.0,4530.0,8883.0,0.617603004,0.611180083,2098.0,25360.0
14-01-2025,Sports,USA,1306.0,8760.0,6671.0,-0.186436472,0.147376259,26262.0,32445.0
19-01-2025,Finance,USA,6927.0,5840.0,4897.0,0.355223708,0.613524983,59892.0,34942.0
01-01-2025,AI,Germany,2124.0,2963.0,3682.0,0.090100641,0.656593855,97967.0,11578.0
07-01-2025,Sports,Germany,1186.0,1504.0,,-0.086674768,0.797072476,7993.0,24620.0
05-01-2025,AI,Germany,224.0,5102.0,9561.0,0.102568172,0.129891233,86438.0,28549.0
15-01-2025,AI,India,8448.0,9237.0,6556.0,0.154931747,0.959136778,79587.0,36520.0
08-01-2025,AI,USA,586.0,7943.0,4123.0,0.654834922,,87704.0,9574.0
19-01-2025,Finance,India,6375.0,5947.0,2490.0,-0.518500784,0.510057517,44700.0,32847.0
07-01-2025,AI,UK,3168.0,9148.0,3959.0,0.297575034,0.487056535,85371.0,49471.0
15-01-2025,Cloud,USA,9431.0,313.0,6041.0,,0.698089056,19020.0,1771.0
04-01-2025,Sports,India,5149.0,1808.0,4724.0,-0.744696161,0.322943111,99676.0,46527.0
18-01-2025,AI,India,3375.0,4739.0,2866.0,0.272149056,,40579.0,2923.0
04-01-2025,Cloud,Germany,5135.0,7486.0,8634.0,0.029408479,0.833393854,60216.0,38951.0
14-01-2025,Finance,UK,1995.0,7716.0,2165.0,-0.362614352,0.635221039,47652.0,32300.0
13-01-2025,AI,UK,9383.0,2940.0,7383.0,0.411814181,0.806158294,96845.0,46513.0
12-01-2025,Sports,USA,6821.0,2293.0,4043.0,0.429955286,0.188256312,65415.0,40903.0
17-01-2025,,Germany,2736.0,8788.0,,-0.740627203,0.154909207,12305.0,49733.0
04-01-2025,AI,India,857.0,7705.0,7274.0,-0.184823736,0.920672886,21883.0,44402.0
20-01-2025,AI,USA,369.0,1040.0,526.0,,0.13564255,91251.0,39673.0
19-01-2025,Finance,Germany,8144.0,9901.0,4728.0,0.783231724,0.796564416,84737.0,5986.0
21-01-2025,Sports,USA,8416.0,3919.0,2286.0,-0.565851935,0.806955135,42032.0,17306.0
16-01-2025,AI,UK,1350.0,2749.0,9850.0,-0.181664673,0.323750432,97847.0,48667.0
15-01-2025,Finance,Germany,5953.0,7462.0,5742.0,0.246545347,0.688966188,93859.0,21680.0
13-01-2025,Cloud,India,661.0,6887.0,4353.0,0.901018304,0.249989622,65283.0,49200.0
03-01-2025,AI,USA,9050.0,7095.0,2469.0,0.228989996,0.282769706,45067.0,41164.0
12-01-2025,Cloud,Germany,4467.0,9761.0,4342.0,,0.667464324,3912.0,2575.0
21-01-2025,AI,USA,3877.0,4296.0,,0.000929112,0.138888723,33183.0,41607.0
18-01-2025,Sports,Germany,8806.0,4157.0,7466.0,-0.215759129,0.267304049,1688.0,2323.0
12-01-2025,Sports,Germany,8673.0,578.0,,0.429392361,0.157309913,34199.0,6720.0
16-01-2025,AI,UK,1419.0,,7983.0,0.076369427,0.302594975,45594.0,30790.0
,Cloud,UK,8319.0,870.0,4776.0,-0.148856253,0.903764897,20142.0,3960.0
13-01-2025,AI,USA,8266.0,6882.0,2392.0,0.896732596,0.483660103,22213.0,41103.0
10-01-2025,,UK,7770.0,8598.0,978.0,0.659050008,0.754628306,93229.0,30404.0
02-01-2025,Sports,USA,1701.0,1271.0,7647.0,,0.973134821,74334.0,25465.0
13-01-2025,Cloud,,903.0,5110.0,4925.0,0.035811223,0.856564405,6637.0,30163.0
11-01-2025,Cloud,UK,2096.0,1131.0,6686.0,0.920198239,0.27090345,,2031.0
