tweet_id,user_id,tweet_text,timestamp,timestamp.1,likes,retweets,replies,impressions,engagement
T12635,8007.0,Love this!!! 😊,api,12-01-2025 13:36,19028.0,3192.0,167.0,641.0,1485.0
T12286,8472.0,Worst service ever :(,api,19-01-2025 12:03,,4637.0,296.0,1957.0,754.0
T11098,5558.0,Love this!!! 😊,web,04-01-2025 14:46,16748.0,4974.0,552.0,678.0,1187.0
T35262,8627.0,Worst service ever :(,api,19-01-2025 19:48,139.0,914.0,864.0,776.0,1231.0
T36258,5906.0,Data pipeline broke @ midnight!!!,android,21-01-2025 11:16,17389.0,691.0,901.0,,1376.0
T32858,5792.0,Streaming $$$ working,android,,13370.0,4499.0,865.0,2655.0,1217.0
T27304,5378.0,Streaming $$$ working,api,14-01-2025 00:10,2386.0,4100.0,467.0,2330.0,672.0
T2582,,Error###Detected,ios,15-01-2025 13:07,1062.0,1389.0,94.0,866.0,795.0
T27358,5225.0,Streaming $$$ working,android,03-01-2025 19:06,11947.0,4963.0,991.0,537.0,
T12913,3397.0,Spark > Hadoop ???,ios,22-01-2025 04:18,,2860.0,652.0,315.0,1264.0
T30927,1640.0,Data pipeline broke @ midnight!!!,android,07-01-2025 22:55,1351.0,357.0,744.0,602.0,1878.0
T12123,3911.0,Worst service ever :(,android,10-01-2025 10:40,16171.0,4536.0,230.0,2584.0,
T22491,9105.0,Love this!!! 😊,android,01-01-2025 02:03,6327.0,,130.0,2116.0,675.0
T12925,6266.0,Love this!!! 😊,,03-01-2025 17:10,6987.0,2613.0,153.0,35.0,
T16699,8108.0,Streaming $$$ working,web,17-01-2025 20:18,14139.0,1276.0,350.0,2320.0,115.0
T12169,5743.0,Data pipeline broke @ midnight!!!,ios,20-01-2025 11:13,18343.0,3586.0,183.0,1495.0,115.0
T2511,5045.0,Testing!!!@@@###,ios,17-01-2025 04:28,4910.0,2541.0,804.0,283.0,1160.0
T26684,8921.0,Error###Detected,api,08-01-2025 05:35,12219.0,1491.0,964.0,453.0,1346.0
T24464,5779.0,Error###Detected,api,,17682.0,901.0,557.0,2640.0,193.0
T23412,6760.0,,ios,06-01-2025 16:06,1468.0,,306.0,1457.0,91.0
T21496,1694.0,Data pipeline broke @ midnight!!!,android,18-01-2025 14:20,7337.0,3819.0,287.0,2294.0,232.0
,9402.0,Error###Detected,web,09-01-2025 16:22,9507.0,1095.0,210.0,11.0,1045.0
T26416,9071.0,Spark > Hadoop ???,ios,13-01-2025 20:31,799.0,2720.0,995.0,2873.0,1616.0
T30557,2640.0,Worst service ever :(,ios,19-01-2025 06:37,6483.0,1409.0,52.0,177.0,1105.0
T4505,3530.0,Null?? value??,android,17-01-2025 23:57,17172.0,4843.0,465.0,1255.0,246.0
T22408,2620.0,Good & Bad mixed!!!,api,11-01-2025 03:35,1776.0,4352.0,135.0,,437.0
T27703,3283.0,Great product!!! #AI,ios,13-01-2025 15:38,19294.0,534.0,427.0,1048.0,1090.0
T31607,2992.0,Worst service ever :(,web,23-01-2025 08:33,13878.0,659.0,983.0,2940.0,1242.0
T17784,6575.0,Good & Bad mixed!!!,web,12-01-2025 12:30,11981.0,660.0,169.0,1150.0,523.0
T21636,,Error###Detected,web,23-01-2025 23:31,13477.0,1033.0,379.0,452.0,1689.0
T15995,2105.0,Error###Detected,ios,16-01-2025 00:48,13376.0,3314.0,249.0,2343.0,1743.0
T23756,7266.0,Love this!!! 😊,web,07-01-2025 17:24,18091.0,3794.0,543.0,1578.0,1594.0
T38217,3354.0,Streaming $$$ working,android,15-01-2025 17:43,18971.0,1494.0,632.0,68.0,1177.0
T8107,6662.0,,android,15-01-2025 02:08,9548.0,982.0,193.0,2038.0,1540.0
T22485,2505.0,,web,15-01-2025 06:22,7484.0,2144.0,119.0,1183.0,1600.0
T13701,6405.0,Worst service ever :(,android,12-01-2025 05:55,17444.0,3450.0,520.0,697.0,1930.0
T25363,1715.0,Good & Bad mixed!!!,android,22-01-2025 19:01,10818.0,4252.0,477.0,1514.0,1815.0
T28506,4619.0,Data pipeline broke @ midnight!!!,api,02-01-2025 00:49,,1068.0,576.0,2143.0,
T12434,2991.0,Love this!!! 😊,ios,20-01-2025 18:17,6523.0,4713.0,580.0,568.0,1383.0
T39659,3945.0,Love this!!! 😊,ios,09-01-2025 06:54,11251.0,1373.0,,1133.0,311.0
T17344,8212.0,Data pipeline broke @ midnight!!!,ios,,16035.0,1058.0,344.0,1700.0,627.0
T18946,7994.0,Good & Bad mixed!!!,ios,17-01-2025 07:08,6297.0,,744.0,1668.0,203.0
T30652,6559.0,Streaming $$$ working,ios,23-01-2025 15:13,7656.0,100.0,806.0,2444.0,40.0
T23594,2288.0,Testing!!!@@@###,web,17-01-2025 11:11,15602.0,44.0,278.0,744.0,1111.0
T18006,7241.0,Null?? value??,web,06-01-2025 18:02,9523.0,2063.0,36.0,1757.0,555.0
T17428,9872.0,Data pipeline broke @ midnight!!!,api,,19458.0,,796.0,2858.0,1793.0
T36991,,Testing!!!@@@###,api,04-01-2025 17:18,18478.0,3570.0,972.0,191.0,155.0
T2861,4365.0,Error###Detected,android,03-01-2025 15:56,5115.0,3281.0,856.0,2595.0,1851.0
,9304.0,Good & Bad mixed!!!,web,,1479.0,911.0,661.0,2401.0,1075.0
T34584,9594.0,Great product!!! #AI,api,16-01-2025 18:21,4905.0,2429.0,103.0,1951.0,366.0
T419,3731.0,Love this!!! 😊,android,24-01-2025 00:09,6192.0,796.0,239.0,2421.0,340.0
T24523,6777.0,Love this!!! 😊,web,01-01-2025 04:13,13006.0,1957.0,127.0,,1846.0
T13813,7893.0,Testing!!!@@@###,android,08-01-2025 09:46,1114.0,307.0,587.0,1871.0,
T32653,5976.0,Testing!!!@@@###,web,12-01-2025 20:26,9544.0,2354.0,124.0,883.0,
T32788,9023.0,Null?? value??,android,03-01-2025 06:09,17248.0,1786.0,129.0,620.0,1276.0
T4844,6117.0,Null?? value??,ios,11-01-2025 04:55,2494.0,3013.0,170.0,1129.0,345.0
T12907,8760.0,Null?? value??,web,15-01-2025 04:26,9286.0,2759.0,369.0,853.0,1696.0
T4866,2249.0,Good & Bad mixed!!!,ios,11-01-2025 12:04,10852.0,3050.0,98.0,2913.0,1919.0
T30825,9678.0,Testing!!!@@@###,ios,16-01-2025 00:57,6429.0,1414.0,509.0,2269.0,1901.0
T30834,6608.0,Streaming $$$ working,api,,13249.0,1219.0,,423.0,1506.0
T3959,5413.0,Data pipeline broke @ midnight!!!,android,20-01-2025 10:50,13746.0,3067.0,292.0,89.0,1216.0
T2727,3389.0,Great product!!! #AI,ios,16-01-2025 22:33,7456.0,1761.0,958.0,1589.0,1688.0
T35675,7007.0,Great product!!! #AI,web,10-01-2025 17:39,8144.0,3120.0,47.0,103.0,423.0
T29274,4065.0,Spark > Hadoop ???,android,17-01-2025 05:15,7503.0,526.0,522.0,,917.0
T37105,2838.0,Streaming $$$ working,web,07-01-2025 19:06,4211.0,3486.0,143.0,2421.0,1731.0
T9532,7793.0,Great product!!! #AI,android,02-01-2025 15:38,17882.0,4140.0,596.0,1188.0,102.0
,6388.0,Love this!!! 😊,web,01-01-2025 16:53,2353.0,1682.0,645.0,1438.0,23.0
,4781.0,Love this!!! 😊,api,18-01-2025 08:45,19490.0,3831.0,340.0,1010.0,1420.0
T10543,7888.0,Great product!!! #AI,api,14-01-2025 18:44,5542.0,560.0,326.0,2404.0,893.0
T18770,9275.0,Null?? value??,web,13-01-2025 11:42,2974.0,1800.0,696.0,153.0,1595.0
T22383,,Streaming $$$ working,android,15-01-2025 19:47,16644.0,4397.0,861.0,592.0,86.0
T8396,9258.0,Error###Detected,web,01-01-2025 14:33,13803.0,4506.0,786.0,1488.0,284.0
T9015,6490.0,Love this!!! 😊,web,21-01-2025 22:17,11592.0,3578.0,625.0,1043.0,164.0
T16913,4276.0,Streaming $$$ working,ios,04-01-2025 20:14,6913.0,1297.0,690.0,,754.0
T10178,1033.0,,web,14-01-2025 00:39,17466.0,1361.0,993.0,537.0,731.0
T29741,4501.0,Good & Bad mixed!!!,ios,10-01-2025 20:28,13596.0,4935.0,889.0,843.0,316.0
T18690,9240.0,Love this!!! 😊,ios,21-01-2025 18:39,10457.0,3980.0,849.0,,247.0
T10473,1099.0,,web,17-01-2025 18:01,3591.0,1932.0,968.0,786.0,1422.0
T30095,9216.0,Worst service ever :(,android,14-01-2025 10:08,1088.0,778.0,657.0,1671.0,1698.0
T10032,5749.0,Good & Bad mixed!!!,,05-01-2025 20:41,46.0,4557.0,207.0,1609.0,787.0
T6102,1523.0,Testing!!!@@@###,ios,12-01-2025 16:06,2857.0,1079.0,416.0,2846.0,452.0
T15444,2753.0,Good & Bad mixed!!!,android,14-01-2025 21:38,12379.0,114.0,913.0,1009.0,1651.0
T23806,2201.0,Data pipeline broke @ midnight!!!,ios,17-01-2025 19:44,5121.0,,203.0,1161.0,1702.0
T11884,9163.0,Love this!!! 😊,api,23-01-2025 16:04,4675.0,,263.0,2996.0,844.0
T35758,,Error###Detected,android,17-01-2025 00:13,14371.0,4074.0,805.0,2732.0,
T9987,4814.0,Data pipeline broke @ midnight!!!,android,03-01-2025 11:23,72.0,183.0,608.0,280.0,1778.0
T36133,3939.0,Streaming $$$ working,ios,09-01-2025 14:14,13539.0,3074.0,453.0,2750.0,964.0
T17494,7857.0,Worst service ever :(,ios,06-01-2025 11:49,13989.0,2410.0,685.0,2654.0,1649.0
T6782,8856.0,Spark > Hadoop ???,android,22-01-2025 09:01,15635.0,1685.0,780.0,2268.0,1515.0
T39694,7235.0,Null?? value??,api,16-01-2025 03:07,1292.0,4487.0,786.0,482.0,813.0
T6171,4346.0,Streaming $$$ working,ios,12-01-2025 12:28,19381.0,1731.0,43.0,63.0,376.0
T31511,2229.0,Good & Bad mixed!!!,,04-01-2025 21:27,10439.0,4600.0,39.0,2339.0,1976.0
T18102,6211.0,Good & Bad mixed!!!,ios,,9769.0,554.0,139.0,996.0,1650.0
T39769,2204.0,Data pipeline broke @ midnight!!!,android,13-01-2025 22:39,14314.0,4821.0,452.0,1929.0,553.0
T14130,3245.0,Great product!!! #AI,android,21-01-2025 01:59,2434.0,3057.0,,1193.0,6.0
T13548,3556.0,Good & Bad mixed!!!,web,10-01-2025 21:46,9424.0,2804.0,296.0,680.0,1626.0
T17732,7632.0,Good & Bad mixed!!!,ios,22-01-2025 01:43,3254.0,1806.0,939.0,945.0,1044.0
T38854,3791.0,Great product!!! #AI,api,07-01-2025 02:53,,885.0,348.0,1318.0,572.0
T35670,6093.0,Testing!!!@@@###,android,03-01-2025 17:35,3859.0,2375.0,626.0,2376.0,1179.0
T18453,9989.0,Love this!!! 😊,ios,07-01-2025 23:58,17929.0,964.0,754.0,752.0,344.0
,1770.0,,api,22-01-2025 22:48,4054.0,716.0,724.0,2287.0,563.0
T7280,6837.0,Spark > Hadoop ???,ios,21-01-2025 15:21,9451.0,109.0,428.0,2641.0,1396.0
T39827,9430.0,Worst service ever :(,ios,05-01-2025 07:18,,4602.0,136.0,2787.0,784.0
T36056,7163.0,Testing!!!@@@###,api,13-01-2025 23:35,2532.0,3005.0,146.0,1214.0,1090.0
T26591,3116.0,Worst service ever :(,android,24-01-2025 03:26,9302.0,1678.0,838.0,285.0,1191.0
T24671,9009.0,Null?? value??,api,13-01-2025 19:19,,1373.0,109.0,943.0,589.0
T33878,4957.0,Data pipeline broke @ midnight!!!,android,23-01-2025 16:52,4215.0,4196.0,256.0,461.0,1020.0
T29744,7574.0,Worst service ever :(,android,,10193.0,3010.0,58.0,1853.0,1465.0
T19885,9065.0,Testing!!!@@@###,android,02-01-2025 16:11,16971.0,4148.0,,456.0,1122.0
T6591,,Great product!!! #AI,android,19-01-2025 12:06,7752.0,3916.0,732.0,,1818.0
T34476,9686.0,Great product!!! #AI,ios,14-01-2025 23:12,9751.0,4340.0,437.0,2141.0,1759.0
T22708,6005.0,Testing!!!@@@###,api,16-01-2025 04:37,14412.0,2875.0,321.0,2134.0,1916.0
T19346,2828.0,Love this!!! 😊,web,10-01-2025 07:33,3639.0,3411.0,366.0,25.0,1345.0
T24892,5766.0,Love this!!! 😊,android,04-01-2025 08:10,13366.0,2396.0,21.0,371.0,1241.0
T11819,8945.0,Good & Bad mixed!!!,api,17-01-2025 17:46,7448.0,1605.0,440.0,127.0,1193.0
T19153,9144.0,Error###Detected,ios,17-01-2025 05:32,11465.0,957.0,921.0,508.0,183.0
T25694,2766.0,,api,23-01-2025 12:55,13667.0,4432.0,668.0,671.0,1267.0
T32216,5903.0,Error###Detected,web,01-01-2025 18:27,,4339.0,393.0,836.0,1615.0
T20984,3013.0,Streaming $$$ working,api,11-01-2025 07:47,,2690.0,733.0,434.0,280.0
T17022,2335.0,Error###Detected,,11-01-2025 01:39,18797.0,2539.0,888.0,167.0,242.0
T25755,1645.0,Great product!!! #AI,api,17-01-2025 17:55,19799.0,3564.0,124.0,341.0,490.0
T34532,,Testing!!!@@@###,api,09-01-2025 16:12,2727.0,890.0,189.0,1877.0,960.0
T5413,8617.0,Streaming $$$ working,android,12-01-2025 09:18,18472.0,656.0,230.0,2067.0,538.0
T7645,9983.0,Streaming $$$ working,web,09-01-2025 14:12,4191.0,4965.0,487.0,924.0,1109.0
T171,1699.0,Testing!!!@@@###,ios,23-01-2025 01:59,18246.0,341.0,247.0,2642.0,11.0
T28647,1162.0,Good & Bad mixed!!!,api,14-01-2025 15:30,10690.0,1236.0,919.0,941.0,487.0
T24071,3002.0,Good & Bad mixed!!!,web,06-01-2025 03:34,8634.0,4851.0,6.0,603.0,132.0
T20057,3847.0,Streaming $$$ working,ios,21-01-2025 04:02,3617.0,2134.0,262.0,1901.0,1754.0
T54,3067.0,Data pipeline broke @ midnight!!!,ios,02-01-2025 17:40,4100.0,3975.0,,1269.0,1307.0
T2448,9912.0,Spark > Hadoop ???,api,23-01-2025 10:43,11663.0,3194.0,709.0,,1674.0
T30596,5554.0,Streaming $$$ working,android,02-01-2025 11:08,1751.0,,28.0,1699.0,218.0
T6536,1509.0,,api,06-01-2025 12:51,8974.0,3165.0,194.0,2941.0,1200.0
T29582,4709.0,Great product!!! #AI,api,02-01-2025 02:29,18983.0,687.0,738.0,1527.0,1264.0
T27455,7919.0,Love this!!! 😊,api,18-01-2025 23:58,906.0,1656.0,264.0,1427.0,419.0
T24407,,Great product!!! #AI,android,21-01-2025 23:08,7181.0,3581.0,418.0,2172.0,1106.0
T28294,5085.0,Data pipeline broke @ midnight!!!,android,19-01-2025 05:21,10846.0,4891.0,855.0,2331.0,849.0
T2048,7600.0,Null?? value??,ios,17-01-2025 04:13,6183.0,4912.0,298.0,1546.0,163.0
T25575,,Streaming $$$ working,android,05-01-2025 13:25,13664.0,2188.0,574.0,2.0,120.0
T35427,3959.0,Streaming $$$ working,android,14-01-2025 02:54,5644.0,1840.0,401.0,68.0,136.0
T8875,1345.0,Data pipeline broke @ midnight!!!,ios,06-01-2025 21:05,2264.0,2329.0,782.0,34.0,1533.0
T19049,1977.0,,api,04-01-2025 12:44,12638.0,3717.0,798.0,597.0,1001.0
T34364,8470.0,Streaming $$$ working,ios,17-01-2025 23:40,3585.0,3597.0,,,330.0
T29465,6713.0,Love this!!! 😊,,06-01-2025 06:43,14315.0,3553.0,633.0,755.0,63.0
T18746,7424.0,Spark > Hadoop ???,ios,14-01-2025 18:30,,4940.0,729.0,679.0,960.0
T22237,6944.0,Error###Detected,web,09-01-2025 11:00,8651.0,4707.0,994.0,49.0,1453.0
T31723,9055.0,Love this!!! 😊,api,23-01-2025 05:10,327.0,4757.0,654.0,1333.0,581.0
T24475,4529.0,,android,04-01-2025 13:00,1339.0,911.0,710.0,361.0,354.0
T9669,1867.0,Data pipeline broke @ midnight!!!,android,09-01-2025 23:16,1409.0,3175.0,574.0,2758.0,394.0
T25260,8777.0,,web,06-01-2025 00:01,15204.0,4295.0,371.0,2420.0,1593.0
T17078,1104.0,Spark > Hadoop ???,ios,04-01-2025 10:44,16424.0,2957.0,148.0,900.0,1720.0
T17863,,Love this!!! 😊,web,17-01-2025 20:23,4518.0,3851.0,329.0,2000.0,558.0
T12485,1159.0,Worst service ever :(,web,19-01-2025 11:18,14395.0,1140.0,675.0,2045.0,1450.0
T12133,9772.0,Spark > Hadoop ???,ios,14-01-2025 16:34,13483.0,4556.0,609.0,491.0,709.0
T610,8923.0,Worst service ever :(,ios,22-01-2025 14:26,8005.0,4059.0,41.0,2504.0,1084.0
,2849.0,Streaming $$$ working,android,22-01-2025 19:42,3329.0,4795.0,123.0,1982.0,436.0
T2300,1915.0,Love this!!! 😊,api,16-01-2025 04:18,11991.0,1196.0,701.0,1766.0,1153.0
T13639,1837.0,Spark > Hadoop ???,android,19-01-2025 03:14,15183.0,,984.0,1478.0,1805.0
T33983,4395.0,Worst service ever :(,web,21-01-2025 21:04,18847.0,4460.0,845.0,2277.0,1480.0
T26069,1879.0,Worst service ever :(,api,10-01-2025 08:37,14579.0,1453.0,83.0,77.0,59.0
T450,9417.0,Spark > Hadoop ???,android,08-01-2025 15:20,8692.0,2094.0,965.0,367.0,1636.0
T37505,1119.0,Error###Detected,android,12-01-2025 19:20,8668.0,3086.0,443.0,2333.0,660.0
T38746,3191.0,Love this!!! 😊,android,22-01-2025 16:13,3131.0,1692.0,287.0,836.0,1715.0
T14022,8950.0,Streaming $$$ working,android,02-01-2025 12:40,83.0,2851.0,403.0,514.0,892.0
T19094,4610.0,Testing!!!@@@###,android,23-01-2025 02:26,14786.0,3677.0,197.0,199.0,1593.0
T11359,7151.0,Null?? value??,api,20-01-2025 19:01,1840.0,,721.0,653.0,772.0
T36675,6480.0,Worst service ever :(,android,,11720.0,1844.0,497.0,2511.0,49.0
T9519,2406.0,Error###Detected,web,17-01-2025 05:22,,4595.0,131.0,1639.0,1648.0
T20872,5954.0,Great product!!! #AI,ios,19-01-2025 18:52,2808.0,3418.0,156.0,1725.0,1703.0
T36975,8808.0,Good & Bad mixed!!!,api,22-01-2025 11:00,303.0,254.0,81.0,416.0,313.0
T17251,5518.0,Data pipeline broke @ midnight!!!,api,17-01-2025 22:54,10764.0,1932.0,17.0,74.0,661.0
T31450,,Spark > Hadoop ???,ios,20-01-2025 20:52,,2364.0,825.0,322.0,1183.0
T36454,8907.0,Good & Bad mixed!!!,android,15-01-2025 16:56,7313.0,2274.0,392.0,1464.0,1283.0
T38564,7369.0,,api,16-01-2025 12:19,11182.0,1524.0,90.0,464.0,1190.0
T26507,6465.0,Love this!!! 😊,web,18-01-2025 03:41,18376.0,292.0,207.0,231.0,121.0
T10612,1758.0,Data pipeline broke @ midnight!!!,api,18-01-2025 19:54,18797.0,3285.0,175.0,1955.0,1442.0
T18317,6096.0,Great product!!! #AI,android,15-01-2025 04:24,4358.0,737.0,114.0,1980.0,1879.0
T31587,9383.0,Love this!!! 😊,ios,12-01-2025 09:14,9593.0,,829.0,595.0,1213.0
T27514,3565.0,Data pipeline broke @ midnight!!!,web,17-01-2025 19:09,8072.0,126.0,49.0,1178.0,1760.0
T26540,2154.0,Error###Detected,android,16-01-2025 20:25,15418.0,2024.0,615.0,115.0,1770.0
T18568,3928.0,Spark > Hadoop ???,web,09-01-2025 07:42,10914.0,564.0,970.0,1592.0,
T24178,8051.0,Good & Bad mixed!!!,web,06-01-2025 14:41,,907.0,393.0,2136.0,1538.0
T6133,8381.0,Data pipeline broke @ midnight!!!,web,23-01-2025 14:07,18570.0,293.0,149.0,1236.0,1928.0
T16767,,Data pipeline broke @ midnight!!!,web,17-01-2025 01:12,15199.0,3185.0,952.0,1613.0,1952.0
T14272,3618.0,Testing!!!@@@###,ios,08-01-2025 02:18,18273.0,3704.0,559.0,1631.0,1474.0
T26018,8848.0,Love this!!! 😊,ios,13-01-2025 03:02,13236.0,2845.0,203.0,2706.0,1253.0
T16691,1381.0,Streaming $$$ working,ios,18-01-2025 19:15,5695.0,746.0,560.0,1266.0,341.0
T1907,6112.0,Testing!!!@@@###,android,10-01-2025 08:10,6672.0,4649.0,19.0,1280.0,1478.0
T38766,7158.0,Great product!!! #AI,ios,01-01-2025 19:43,6216.0,1285.0,991.0,33.0,
T18954,3702.0,Streaming $$$ working,android,02-01-2025 11:10,17383.0,3640.0,690.0,2404.0,
T12090,9595.0,Streaming $$$ working,web,12-01-2025 00:57,14572.0,2287.0,883.0,654.0,1505.0
T23336,8039.0,Streaming $$$ working,android,17-01-2025 02:28,11262.0,1721.0,347.0,2805.0,142.0
T5787,6670.0,Streaming $$$ working,ios,01-01-2025 11:03,1232.0,3550.0,984.0,362.0,595.0
T26550,3171.0,Data pipeline broke @ midnight!!!,ios,04-01-2025 16:51,5327.0,1781.0,139.0,989.0,1548.0
T23339,1327.0,Data pipeline broke @ midnight!!!,web,09-01-2025 04:01,3929.0,155.0,879.0,,1044.0
T35084,9899.0,Null?? value??,android,09-01-2025 05:45,5922.0,3921.0,692.0,2304.0,105.0
T3887,6718.0,Streaming $$$ working,web,21-01-2025 02:20,15632.0,4852.0,811.0,2900.0,1406.0
T1502,1201.0,Good & Bad mixed!!!,android,22-01-2025 01:03,18266.0,3545.0,258.0,1836.0,349.0
T28844,7262.0,,api,23-01-2025 20:42,13690.0,3287.0,875.0,201.0,1305.0
T9699,2720.0,Streaming $$$ working,web,03-01-2025 06:58,7637.0,3265.0,650.0,565.0,1536.0
T15845,8683.0,Streaming $$$ working,ios,18-01-2025 04:31,741.0,3378.0,414.0,1359.0,1419.0
,8274.0,,android,02-01-2025 12:39,2320.0,974.0,181.0,460.0,1044.0
T31097,7174.0,Love this!!! 😊,api,08-01-2025 03:37,11821.0,912.0,972.0,1317.0,50.0
T34356,1424.0,Streaming $$$ working,web,10-01-2025 14:17,,3565.0,65.0,2115.0,856.0
T36035,1996.0,Great product!!! #AI,web,08-01-2025 11:50,17232.0,313.0,18.0,375.0,1305.0
T13561,3018.0,Streaming $$$ working,api,10-01-2025 06:44,3681.0,3023.0,407.0,2148.0,40.0
T19922,3391.0,Love this!!! 😊,api,10-01-2025 00:47,8877.0,4362.0,981.0,2248.0,881.0
T29974,2098.0,Good & Bad mixed!!!,ios,11-01-2025 01:50,10313.0,3512.0,310.0,,580.0
T16677,9297.0,Null?? value??,web,11-01-2025 13:31,14558.0,,930.0,,1815.0
T21458,6987.0,Worst service ever :(,api,22-01-2025 09:26,2476.0,2351.0,775.0,1381.0,1344.0
T9924,7671.0,Worst service ever :(,android,15-01-2025 18:19,18601.0,3661.0,65.0,2452.0,1712.0
T27873,4764.0,Streaming $$$ working,ios,04-01-2025 03:26,16235.0,3559.0,481.0,1198.0,938.0
T24154,1706.0,Spark > Hadoop ???,,18-01-2025 10:19,7874.0,3120.0,132.0,2188.0,88.0
T26484,9851.0,Spark > Hadoop ???,web,15-01-2025 07:24,2952.0,2563.0,813.0,324.0,259.0
T39028,8382.0,Worst service ever :(,,08-01-2025 12:15,17601.0,1784.0,406.0,664.0,1884.0
T25529,2368.0,Testing!!!@@@###,ios,23-01-2025 10:54,2900.0,847.0,743.0,514.0,1772.0
T23305,1957.0,Great product!!! #AI,api,,8188.0,1411.0,992.0,170.0,1272.0
T4804,6810.0,Testing!!!@@@###,api,14-01-2025 03:26,3110.0,,194.0,617.0,1349.0
T23342,9439.0,Good & Bad mixed!!!,android,19-01-2025 06:24,16371.0,144.0,4.0,2338.0,1492.0
T33203,4066.0,Data pipeline broke @ midnight!!!,api,15-01-2025 11:48,14236.0,1076.0,0.0,1731.0,1061.0
T36642,4505.0,Null?? value??,ios,17-01-2025 12:48,11736.0,4710.0,258.0,2338.0,1796.0
T20910,6122.0,Worst service ever :(,web,13-01-2025 01:24,6390.0,2960.0,977.0,1179.0,443.0
T21472,,Good & Bad mixed!!!,ios,20-01-2025 04:23,15299.0,3973.0,826.0,1619.0,1063.0
,9025.0,Error###Detected,web,15-01-2025 13:16,5757.0,1041.0,629.0,531.0,1976.0
T36005,6702.0,Null?? value??,android,10-01-2025 20:47,8322.0,4558.0,210.0,1793.0,978.0
T3367,1152.0,Good & Bad mixed!!!,web,16-01-2025 05:52,8387.0,1530.0,450.0,2715.0,1221.0
T4153,3610.0,Testing!!!@@@###,api,15-01-2025 13:31,6507.0,4474.0,850.0,2168.0,1780.0
T36188,4917.0,Data pipeline broke @ midnight!!!,web,16-01-2025 07:09,15453.0,,448.0,2050.0,1800.0
T37036,4638.0,Worst service ever :(,web,19-01-2025 07:56,9897.0,287.0,753.0,1012.0,785.0
T28855,9104.0,Null?? value??,ios,11-01-2025 01:32,5688.0,2673.0,342.0,1492.0,
T11954,6918.0,Good & Bad mixed!!!,web,11-01-2025 15:08,14548.0,1680.0,860.0,2519.0,1536.0
T30788,5364.0,Streaming $$$ working,android,06-01-2025 08:59,11916.0,867.0,183.0,68.0,787.0
T23640,9581.0,,web,11-01-2025 04:01,11281.0,3639.0,109.0,561.0,344.0
T24826,7448.0,Love this!!! 😊,ios,13-01-2025 05:06,4238.0,1394.0,468.0,,1472.0
T18104,1508.0,Worst service ever :(,android,08-01-2025 21:52,15005.0,1825.0,207.0,1058.0,1658.0
T29209,2602.0,Good & Bad mixed!!!,api,06-01-2025 23:42,19294.0,2383.0,107.0,2144.0,
T2644,5182.0,Data pipeline broke @ midnight!!!,api,12-01-2025 16:49,14290.0,623.0,669.0,294.0,
T37859,9301.0,Streaming $$$ working,android,09-01-2025 16:57,18673.0,4037.0,949.0,1878.0,731.0
T34469,5852.0,Error###Detected,,11-01-2025 20:48,,1782.0,569.0,2625.0,678.0
T15615,4535.0,Great product!!! #AI,api,21-01-2025 11:51,2118.0,1613.0,228.0,2823.0,1525.0
T1643,7312.0,Great product!!! #AI,web,,18402.0,541.0,,54.0,1543.0
T22890,9056.0,Love this!!! 😊,ios,07-01-2025 15:31,12063.0,4190.0,926.0,285.0,317.0
T28080,7459.0,Testing!!!@@@###,api,05-01-2025 17:02,5427.0,3350.0,804.0,2324.0,
