user_id,country,topic_category,account_created_date,followers_count,following_count,likes_count,shares_count,posts_count,verified
1920.0,India,finance,,57938.0,82.0,505.0,227.0,254.0,Y
5197.0,,sports,19-01-2025 09:59,1441.0,414.0,1355.0,326.0,125.0,Y
6128.0,UK,politics,23-01-2025 21:40,82839.0,3402.0,1413.0,57.0,508.0,Y
,Germany,sports,14-01-2025 20:55,80453.0,1112.0,1815.0,294.0,656.0,Y
9153.0,UK,tech,20-01-2025 17:12,94792.0,1712.0,388.0,80.0,351.0,
6507.0,USA,finance,13-01-2025 06:29,63670.0,1058.0,1720.0,198.0,,N
2990.0,Canada,tech,08-01-2025 20:02,25715.0,605.0,971.0,254.0,430.0,N
7498.0,Canada,politics,13-01-2025 15:20,43935.0,2556.0,1387.0,341.0,931.0,Y
9935.0,Germany,finance,02-01-2025 05:30,21159.0,2454.0,,,598.0,Y
5350.0,Canada,finance,16-01-2025 04:15,85099.0,4731.0,694.0,322.0,468.0,N
7171.0,USA,tech,01-01-2025 01:24,31557.0,694.0,,203.0,552.0,Y
6504.0,Canada,finance,08-01-2025 08:04,10812.0,4861.0,1521.0,312.0,558.0,Y
,Germany,tech,05-01-2025 22:09,7148.0,2718.0,527.0,488.0,28.0,Y
9776.0,UK,tech,06-01-2025 11:30,19524.0,3630.0,372.0,38.0,263.0,Y
9402.0,USA,finance,02-01-2025 14:25,69529.0,4875.0,384.0,252.0,821.0,N
8971.0,USA,politics,08-01-2025 20:31,51981.0,1597.0,1691.0,398.0,898.0,Y
8005.0,UK,politics,11-01-2025 22:33,11239.0,1678.0,274.0,365.0,978.0,Y
4660.0,UK,tech,17-01-2025 19:03,96161.0,3911.0,1808.0,488.0,799.0,N
7655.0,UK,politics,20-01-2025 01:09,64996.0,1286.0,1676.0,439.0,54.0,N
,,tech,06-01-2025 02:12,59386.0,2243.0,870.0,405.0,767.0,Y
6599.0,UK,politics,19-01-2025 22:12,58243.0,4792.0,203.0,193.0,6.0,Y
2119.0,India,,03-01-2025 11:08,27827.0,3658.0,776.0,8.0,846.0,Y
2057.0,USA,tech,07-01-2025 00:21,84163.0,892.0,1397.0,307.0,956.0,Y
6076.0,Germany,politics,04-01-2025 17:11,78944.0,1281.0,1520.0,318.0,614.0,Y
1107.0,USA,sports,04-01-2025 00:55,94809.0,2989.0,1470.0,234.0,435.0,N
4126.0,UK,politics,01-01-2025 22:02,28050.0,2715.0,1596.0,230.0,692.0,Y
,UK,politics,13-01-2025 22:29,26012.0,1941.0,1751.0,324.0,368.0,N
1783.0,Canada,finance,11-01-2025 00:46,5092.0,2504.0,1258.0,416.0,263.0,Y
2511.0,Canada,politics,11-01-2025 16:24,9654.0,,85.0,345.0,893.0,Y
7720.0,Germany,sports,15-01-2025 11:51,33051.0,2845.0,338.0,166.0,30.0,Y
5109.0,USA,politics,13-01-2025 17:40,13552.0,4158.0,618.0,13.0,464.0,
5925.0,India,finance,10-01-2025 06:03,73247.0,2192.0,1668.0,206.0,368.0,Y
8343.0,USA,politics,19-01-2025 12:49,27186.0,4801.0,1807.0,161.0,,N
2683.0,Canada,tech,07-01-2025 18:03,79867.0,2127.0,1959.0,440.0,459.0,N
8488.0,Germany,tech,09-01-2025 20:13,,1390.0,1650.0,207.0,751.0,N
8228.0,USA,tech,02-01-2025 03:16,,3516.0,19.0,410.0,693.0,N
8799.0,India,tech,01-01-2025 18:29,76495.0,2815.0,1252.0,266.0,418.0,N
5671.0,USA,politics,10-01-2025 09:29,59077.0,550.0,1952.0,316.0,685.0,Y
3538.0,India,tech,02-01-2025 17:33,92421.0,1406.0,237.0,445.0,45.0,N
2856.0,Germany,sports,16-01-2025 19:23,55912.0,1360.0,1075.0,204.0,585.0,Y
3751.0,Canada,finance,16-01-2025 18:42,20021.0,1756.0,1858.0,448.0,341.0,Y
8882.0,UK,sports,19-01-2025 06:55,38114.0,522.0,919.0,487.0,737.0,Y
9810.0,USA,finance,11-01-2025 04:51,7541.0,513.0,70.0,246.0,270.0,N
7380.0,Canada,sports,09-01-2025 00:40,56593.0,1946.0,1312.0,344.0,,N
5411.0,USA,finance,15-01-2025 18:48,6808.0,2450.0,50.0,180.0,623.0,Y
6136.0,UK,sports,23-01-2025 10:20,84469.0,,570.0,234.0,953.0,Y
9881.0,USA,sports,13-01-2025 18:56,57615.0,2088.0,1755.0,253.0,353.0,N
6472.0,UK,tech,22-01-2025 02:52,28210.0,458.0,542.0,243.0,123.0,N
,USA,tech,08-01-2025 06:48,,4908.0,1514.0,,121.0,N
6460.0,USA,politics,16-01-2025 23:38,93290.0,1706.0,1500.0,315.0,29.0,Y
,USA,sports,15-01-2025 01:37,25803.0,1187.0,728.0,331.0,600.0,N
3181.0,USA,,21-01-2025 22:56,7095.0,2748.0,1593.0,246.0,233.0,
7816.0,India,sports,21-01-2025 18:54,83955.0,564.0,891.0,275.0,694.0,Y
3977.0,India,tech,20-01-2025 17:17,38720.0,4015.0,208.0,364.0,407.0,Y
6734.0,Canada,tech,17-01-2025 17:20,42892.0,823.0,817.0,289.0,317.0,Y
9487.0,UK,sports,06-01-2025 15:53,4220.0,,1723.0,170.0,83.0,Y
6333.0,India,tech,15-01-2025 18:52,48076.0,3419.0,699.0,414.0,27.0,Y
7019.0,India,sports,20-01-2025 01:59,32709.0,383.0,48.0,0.0,456.0,N
7157.0,,tech,17-01-2025 15:10,54819.0,1311.0,182.0,427.0,344.0,Y
5482.0,Germany,politics,01-01-2025 12:35,77451.0,1275.0,755.0,387.0,288.0,
8203.0,India,tech,09-01-2025 23:47,67376.0,2519.0,1738.0,,791.0,Y
8397.0,Canada,tech,20-01-2025 16:29,41148.0,3295.0,1414.0,222.0,54.0,N
4432.0,Germany,sports,04-01-2025 05:43,30217.0,1801.0,277.0,266.0,653.0,Y
1801.0,Germany,politics,21-01-2025 16:50,74729.0,2111.0,1823.0,499.0,166.0,Y
9393.0,Canada,politics,11-01-2025 06:30,66680.0,1659.0,891.0,360.0,142.0,Y
6099.0,India,sports,18-01-2025 16:38,16669.0,4491.0,1969.0,254.0,6.0,N
2490.0,UK,tech,09-01-2025 02:02,80969.0,3634.0,1215.0,457.0,,Y
,USA,sports,17-01-2025 18:13,40894.0,3794.0,732.0,272.0,747.0,N
5033.0,Germany,sports,15-01-2025 09:45,85675.0,,750.0,258.0,170.0,Y
3386.0,Germany,finance,03-01-2025 06:47,65994.0,1647.0,,160.0,91.0,N
6595.0,Germany,tech,03-01-2025 20:19,17319.0,129.0,1643.0,440.0,858.0,N
1391.0,Canada,sports,21-01-2025 03:24,54135.0,123.0,1515.0,436.0,923.0,Y
6845.0,Germany,politics,18-01-2025 10:41,11132.0,4874.0,1130.0,96.0,246.0,Y
4080.0,UK,sports,23-01-2025 08:59,83779.0,1868.0,893.0,6.0,891.0,Y
9428.0,Germany,tech,08-01-2025 00:37,13070.0,3490.0,1712.0,269.0,401.0,Y
1026.0,Canada,politics,11-01-2025 09:34,70827.0,2389.0,851.0,5.0,106.0,Y
6645.0,UK,sports,11-01-2025 00:51,96512.0,2346.0,1698.0,138.0,,N
8150.0,Canada,sports,22-01-2025 03:57,76949.0,1474.0,984.0,351.0,917.0,Y
6449.0,India,tech,02-01-2025 09:02,60041.0,1899.0,1732.0,483.0,284.0,Y
4729.0,Canada,finance,09-01-2025 10:44,16165.0,205.0,894.0,156.0,321.0,N
3022.0,UK,politics,23-01-2025 00:55,66896.0,109.0,1971.0,383.0,,Y
3421.0,Canada,finance,02-01-2025 23:04,80763.0,541.0,,427.0,879.0,
9533.0,UK,politics,15-01-2025 15:22,90597.0,3595.0,1906.0,71.0,85.0,Y
2384.0,USA,finance,15-01-2025 04:56,1885.0,1710.0,1871.0,394.0,569.0,Y
6693.0,USA,sports,20-01-2025 03:04,87432.0,2898.0,555.0,5.0,653.0,N
2029.0,Germany,sports,01-01-2025 04:49,73709.0,3318.0,1243.0,197.0,44.0,Y
9662.0,UK,tech,04-01-2025 09:51,86936.0,2818.0,,91.0,,Y
7889.0,Germany,tech,07-01-2025 09:57,35667.0,1448.0,39.0,479.0,182.0,N
5723.0,UK,finance,12-01-2025 00:17,61017.0,1654.0,1854.0,388.0,593.0,Y
6686.0,Canada,,21-01-2025 09:40,86221.0,2138.0,1070.0,122.0,841.0,N
2889.0,Canada,finance,17-01-2025 04:14,85106.0,2443.0,1736.0,,156.0,N
5969.0,USA,politics,11-01-2025 14:51,65663.0,1372.0,205.0,272.0,284.0,Y
3294.0,India,sports,11-01-2025 04:08,91790.0,3877.0,1606.0,297.0,237.0,N
4241.0,USA,tech,01-01-2025 22:52,60162.0,3473.0,638.0,444.0,526.0,Y
5460.0,Germany,politics,10-01-2025 00:22,29387.0,1676.0,151.0,468.0,569.0,
5175.0,Canada,finance,12-01-2025 22:18,4103.0,3923.0,409.0,396.0,784.0,Y
8191.0,India,finance,15-01-2025 11:42,73094.0,2225.0,410.0,237.0,170.0,Y
,Canada,sports,18-01-2025 21:28,3820.0,4227.0,14.0,45.0,108.0,N
2309.0,USA,sports,19-01-2025 02:27,52967.0,2048.0,1360.0,57.0,180.0,Y
3193.0,USA,finance,15-01-2025 01:10,30853.0,847.0,1877.0,204.0,534.0,
2366.0,India,tech,11-01-2025 14:46,33072.0,4881.0,1865.0,103.0,529.0,N
4151.0,Canada,finance,05-01-2025 09:30,71565.0,,,440.0,342.0,N
9209.0,India,finance,08-01-2025 16:57,9334.0,3646.0,1998.0,121.0,816.0,N
4185.0,Germany,sports,02-01-2025 08:14,84266.0,1269.0,1476.0,406.0,388.0,Y
9370.0,Germany,finance,21-01-2025 04:06,27912.0,2405.0,,247.0,728.0,N
6563.0,UK,tech,,92672.0,4545.0,465.0,13.0,,N
3041.0,USA,finance,12-01-2025 16:44,39116.0,741.0,1939.0,161.0,688.0,Y
7878.0,Canada,sports,17-01-2025 08:53,736.0,3798.0,861.0,17.0,17.0,Y
1211.0,USA,finance,10-01-2025 02:16,34585.0,3497.0,1921.0,350.0,373.0,Y
9534.0,India,tech,19-01-2025 20:05,26860.0,1045.0,608.0,116.0,698.0,N
8307.0,USA,politics,06-01-2025 08:47,23143.0,3794.0,1964.0,213.0,34.0,N
2723.0,USA,sports,20-01-2025 21:45,53508.0,3303.0,1870.0,366.0,611.0,Y
8656.0,India,politics,06-01-2025 12:42,66967.0,4223.0,117.0,106.0,78.0,N
9832.0,USA,politics,08-01-2025 00:04,73798.0,1404.0,1784.0,423.0,265.0,N
4260.0,Canada,,17-01-2025 20:17,98088.0,694.0,55.0,469.0,357.0,Y
9414.0,Germany,politics,19-01-2025 01:13,37334.0,592.0,,27.0,495.0,Y
1200.0,Germany,finance,19-01-2025 20:25,99157.0,3124.0,544.0,137.0,948.0,Y
3053.0,Canada,tech,23-01-2025 23:26,37259.0,1730.0,1365.0,0.0,144.0,Y
6433.0,Germany,finance,18-01-2025 03:12,81139.0,2365.0,1459.0,143.0,963.0,N
5426.0,Canada,politics,19-01-2025 08:42,79541.0,2131.0,1169.0,442.0,,N
5270.0,USA,politics,10-01-2025 00:15,94976.0,257.0,874.0,151.0,286.0,Y
6867.0,India,sports,23-01-2025 15:55,17674.0,4057.0,205.0,232.0,240.0,
6184.0,Germany,politics,02-01-2025 19:43,96671.0,2174.0,1082.0,174.0,259.0,N
4998.0,USA,politics,02-01-2025 13:17,45255.0,2993.0,482.0,200.0,84.0,N
4212.0,UK,finance,18-01-2025 14:25,20691.0,1610.0,1266.0,495.0,186.0,N
6002.0,,tech,22-01-2025 14:04,75239.0,1748.0,1934.0,118.0,754.0,Y
6497.0,Germany,,08-01-2025 14:15,42350.0,3070.0,1765.0,441.0,807.0,Y
5094.0,Germany,finance,10-01-2025 20:54,24109.0,1863.0,1923.0,257.0,559.0,Y
5029.0,UK,finance,22-01-2025 15:32,45624.0,3884.0,399.0,287.0,594.0,N
1943.0,Canada,politics,23-01-2025 20:32,31479.0,3237.0,741.0,208.0,883.0,N
1730.0,USA,finance,07-01-2025 23:07,62718.0,4283.0,1337.0,132.0,879.0,Y
1051.0,UK,finance,20-01-2025 06:24,32639.0,,234.0,12.0,724.0,N
4584.0,Canada,tech,07-01-2025 11:09,46002.0,4929.0,316.0,159.0,13.0,N
5395.0,USA,finance,05-01-2025 20:21,59318.0,522.0,1165.0,335.0,779.0,Y
8034.0,USA,politics,23-01-2025 17:57,49583.0,3353.0,245.0,487.0,139.0,N
2342.0,Germany,politics,03-01-2025 02:33,92371.0,4517.0,1414.0,239.0,362.0,N
4538.0,Germany,tech,04-01-2025 12:02,92141.0,2021.0,662.0,230.0,297.0,Y
4894.0,,finance,14-01-2025 13:39,87390.0,1613.0,1731.0,357.0,641.0,Y
4078.0,,tech,20-01-2025 15:22,80700.0,4356.0,247.0,201.0,320.0,N
3193.0,USA,sports,01-01-2025 22:32,73974.0,4713.0,664.0,408.0,730.0,Y
4041.0,India,politics,16-01-2025 16:41,3496.0,3043.0,338.0,217.0,181.0,N
7654.0,India,politics,21-01-2025 12:25,52918.0,291.0,1230.0,371.0,395.0,Y
4147.0,Canada,sports,04-01-2025 21:02,19853.0,4618.0,1861.0,,436.0,Y
6541.0,Canada,finance,21-01-2025 07:09,75313.0,431.0,92.0,410.0,628.0,Y
7688.0,India,tech,16-01-2025 21:25,28766.0,3273.0,1420.0,441.0,113.0,N
8096.0,Canada,finance,07-01-2025 03:29,8743.0,3084.0,1638.0,223.0,853.0,Y
4976.0,Germany,sports,19-01-2025 17:03,63537.0,2715.0,1026.0,477.0,600.0,N
8278.0,,tech,10-01-2025 01:05,70922.0,3773.0,245.0,483.0,764.0,N
2595.0,Germany,finance,07-01-2025 04:24,98538.0,3904.0,426.0,471.0,953.0,Y
8168.0,UK,,20-01-2025 12:53,69598.0,1239.0,1550.0,23.0,,N
5840.0,Germany,sports,10-01-2025 21:51,47885.0,333.0,1323.0,152.0,,Y
3135.0,UK,sports,01-01-2025 13:41,86379.0,2411.0,537.0,347.0,198.0,Y
9548.0,USA,sports,19-01-2025 04:53,88302.0,3717.0,601.0,434.0,441.0,Y
9131.0,UK,finance,06-01-2025 13:19,8420.0,2155.0,170.0,186.0,736.0,N
1491.0,Canada,politics,08-01-2025 10:37,28677.0,4909.0,1746.0,427.0,183.0,N
,Canada,politics,15-01-2025 22:33,53082.0,4102.0,936.0,228.0,868.0,N
4070.0,UK,politics,10-01-2025 10:51,85591.0,2367.0,1262.0,187.0,,Y
1468.0,Canada,politics,13-01-2025 05:45,31125.0,1062.0,1231.0,301.0,963.0,Y
5104.0,Canada,sports,07-01-2025 05:53,87066.0,1211.0,369.0,126.0,84.0,N
7850.0,Germany,finance,13-01-2025 11:17,79324.0,4475.0,,376.0,366.0,N
8447.0,USA,tech,09-01-2025 16:54,93254.0,4415.0,1352.0,256.0,272.0,Y
7113.0,UK,tech,17-01-2025 20:07,69201.0,361.0,558.0,461.0,594.0,N
2438.0,UK,politics,08-01-2025 15:16,76823.0,2597.0,1493.0,362.0,922.0,N
7355.0,Germany,politics,02-01-2025 17:58,6902.0,232.0,1356.0,138.0,536.0,N
7812.0,India,tech,16-01-2025 15:53,49373.0,3808.0,1791.0,128.0,43.0,Y
1207.0,UK,,18-01-2025 02:56,57676.0,4991.0,198.0,261.0,914.0,N
2930.0,India,sports,07-01-2025 01:39,53249.0,774.0,118.0,6.0,912.0,N
9123.0,India,tech,19-01-2025 19:37,55647.0,663.0,197.0,235.0,611.0,N
7659.0,Germany,sports,04-01-2025 18:16,25181.0,4211.0,885.0,247.0,917.0,N
3928.0,UK,tech,03-01-2025 11:12,44777.0,3154.0,1647.0,188.0,941.0,Y
4696.0,India,politics,10-01-2025 16:15,76064.0,2058.0,,274.0,283.0,Y
3534.0,USA,sports,04-01-2025 06:53,97642.0,1217.0,453.0,231.0,580.0,N
2780.0,India,politics,05-01-2025 07:32,78380.0,2713.0,800.0,79.0,730.0,Y
6483.0,Germany,politics,22-01-2025 01:27,41614.0,3456.0,639.0,392.0,827.0,Y
,Canada,sports,03-01-2025 23:30,6049.0,1354.0,1602.0,354.0,25.0,N
1175.0,India,finance,02-01-2025 06:52,55441.0,248.0,692.0,,433.0,Y
6032.0,Germany,finance,07-01-2025 18:13,,3242.0,1527.0,419.0,156.0,Y
4135.0,USA,finance,12-01-2025 14:17,98056.0,2413.0,1083.0,67.0,814.0,Y
8844.0,Canada,tech,04-01-2025 11:40,96489.0,4893.0,1329.0,471.0,315.0,Y
5462.0,Canada,finance,06-01-2025 11:16,86790.0,466.0,344.0,129.0,687.0,Y
3958.0,,politics,05-01-2025 04:26,62415.0,862.0,1187.0,120.0,436.0,
7953.0,USA,politics,22-01-2025 19:33,34075.0,4772.0,5.0,305.0,969.0,Y
8850.0,USA,sports,11-01-2025 07:36,7320.0,3943.0,203.0,101.0,158.0,Y
2644.0,USA,tech,15-01-2025 21:29,,1017.0,732.0,271.0,964.0,N
2699.0,Canada,finance,12-01-2025 05:57,18950.0,4270.0,1095.0,131.0,80.0,N
2992.0,UK,finance,14-01-2025 14:52,56041.0,3989.0,1878.0,15.0,666.0,N
6519.0,Germany,,17-01-2025 13:32,45581.0,1353.0,355.0,265.0,497.0,Y
9578.0,Germany,politics,13-01-2025 10:02,96022.0,244.0,544.0,249.0,641.0,Y
8974.0,USA,sports,07-01-2025 00:02,33576.0,3053.0,1962.0,473.0,106.0,N
6139.0,UK,finance,21-01-2025 23:13,78961.0,5.0,1618.0,240.0,980.0,
9807.0,Canada,tech,11-01-2025 15:58,19476.0,1813.0,1722.0,494.0,924.0,Y
,India,sports,10-01-2025 16:03,75931.0,152.0,35.0,159.0,927.0,Y
8499.0,USA,tech,23-01-2025 13:30,80771.0,3360.0,,425.0,,Y
6466.0,India,finance,24-01-2025 02:41,8662.0,3396.0,1544.0,17.0,42.0,Y
4580.0,Canada,finance,13-01-2025 04:48,39324.0,3778.0,705.0,235.0,233.0,Y
2254.0,Canada,tech,22-01-2025 23:30,66706.0,2355.0,1591.0,266.0,987.0,Y
2413.0,UK,politics,22-01-2025 22:03,92932.0,4257.0,993.0,393.0,,N
6506.0,USA,finance,01-01-2025 16:37,91402.0,2350.0,897.0,76.0,200.0,N
8226.0,UK,finance,21-01-2025 19:26,35386.0,510.0,1853.0,,861.0,Y
3240.0,UK,politics,08-01-2025 14:26,28367.0,2060.0,1918.0,225.0,832.0,
6382.0,,,20-01-2025 06:06,71185.0,1478.0,1262.0,341.0,66.0,N
1394.0,USA,tech,02-01-2025 01:13,91130.0,417.0,1392.0,110.0,957.0,
3976.0,USA,politics,22-01-2025 06:14,33931.0,2274.0,428.0,374.0,744.0,N
7531.0,,tech,09-01-2025 03:40,11233.0,386.0,1276.0,346.0,551.0,N
9669.0,Germany,politics,21-01-2025 22:58,20092.0,2825.0,547.0,427.0,631.0,N
9853.0,Germany,,01-01-2025 08:10,79425.0,,101.0,430.0,905.0,
8382.0,USA,finance,11-01-2025 05:16,20186.0,4365.0,812.0,73.0,559.0,N
2436.0,Germany,,18-01-2025 16:00,33491.0,337.0,399.0,268.0,535.0,N
8082.0,USA,politics,03-01-2025 06:25,575.0,576.0,174.0,152.0,971.0,Y
3837.0,USA,,08-01-2025 08:20,85610.0,4612.0,357.0,31.0,456.0,Y
1042.0,USA,sports,15-01-2025 17:35,41880.0,1739.0,735.0,122.0,446.0,Y
6230.0,UK,tech,05-01-2025 01:01,89936.0,948.0,,130.0,728.0,Y
8854.0,India,finance,05-01-2025 03:12,13257.0,4031.0,1637.0,371.0,672.0,N
1775.0,Germany,sports,11-01-2025 13:04,67122.0,3248.0,402.0,355.0,921.0,Y
3251.0,Canada,sports,15-01-2025 22:05,56790.0,3170.0,1623.0,221.0,915.0,Y
9861.0,Germany,tech,01-01-2025 07:41,2183.0,1497.0,1375.0,88.0,825.0,N
1764.0,,tech,02-01-2025 14:18,17155.0,101.0,1411.0,149.0,874.0,Y
5015.0,,finance,07-01-2025 14:17,62111.0,3612.0,1231.0,323.0,643.0,Y
5535.0,UK,politics,09-01-2025 06:03,83399.0,4462.0,,232.0,740.0,Y
5367.0,India,finance,18-01-2025 12:20,62833.0,250.0,1605.0,439.0,68.0,N
1441.0,UK,sports,04-01-2025 13:29,7628.0,3202.0,96.0,312.0,574.0,Y
,UK,sports,06-01-2025 02:19,59126.0,1566.0,510.0,371.0,922.0,Y
4092.0,UK,finance,23-01-2025 04:35,20666.0,492.0,979.0,81.0,681.0,N
6239.0,Germany,finance,05-01-2025 07:58,70479.0,1063.0,1846.0,386.0,324.0,N
1799.0,India,finance,07-01-2025 01:39,81409.0,3132.0,574.0,30.0,922.0,Y
8075.0,India,tech,04-01-2025 04:26,24214.0,3811.0,1304.0,416.0,714.0,N
3407.0,UK,politics,05-01-2025 17:58,38197.0,89.0,,495.0,856.0,Y
2960.0,UK,finance,01-01-2025 19:45,80226.0,1209.0,954.0,192.0,794.0,N
2237.0,USA,sports,22-01-2025 06:24,21013.0,,109.0,462.0,885.0,N
5162.0,UK,tech,,81358.0,4701.0,947.0,396.0,109.0,N
3467.0,India,finance,16-01-2025 16:54,18771.0,976.0,710.0,423.0,910.0,
